epoch,accuracy,loss,val_accuracy,val_loss
0,0.5979009866714478,1.9187700748443604,0.7156955003738403,1.546404480934143
1,0.7190502285957336,1.5339655876159668,0.7436951994895935,1.4665682315826416
2,0.7621919512748718,1.4039663076400757,0.7576754093170166,1.4239978790283203
3,0.7929198145866394,1.3105477094650269,0.7646068334579468,1.4113905429840088
4,0.8160505294799805,1.2414441108703613,0.7686794996261597,1.4064821004867554
5,0.8381761908531189,1.1801353693008423,0.7735745906829834,1.3941770792007446
6,0.8579913377761841,1.125874638557434,0.7723214030265808,1.412878394126892
7,0.8751435875892639,1.0793426036834717,0.7767465710639954,1.4062774181365967
8,0.8931965231895447,1.03644859790802,0.7783913016319275,1.4057682752609253
9,0.9064066410064697,1.001143217086792,0.7796444296836853,1.4145257472991943
10,0.9168885946273804,0.9727321267127991,0.7793703079223633,1.4221758842468262
11,0.9283364415168762,0.9435905814170837,0.7785871028900146,1.4277218580245972
12,0.9376435875892639,0.9205079674720764,0.7815632820129395,1.4154815673828125
13,0.9425777792930603,0.9047216176986694,0.7807800769805908,1.4194509983062744
14,0.9497311115264893,0.8873357176780701,0.7805451154708862,1.4208195209503174
15,0.9542606472969055,0.8738186359405518,0.7830905318260193,1.4214180707931519
16,0.9595081210136414,0.859859824180603,0.783247172832489,1.4177206754684448
17,0.963789701461792,0.8482545614242554,0.7838737368583679,1.4151464700698853
18,0.9668572545051575,0.8389655947685242,0.7838345766067505,1.4121417999267578
19,0.9699639678001404,0.8321406841278076,0.7827380895614624,1.4338074922561646
20,0.9709821343421936,0.8251115083694458,0.7856359481811523,1.4148398637771606
21,0.9754202961921692,0.814606249332428,0.7869282364845276,1.4084020853042603
22,0.9754202961921692,0.8121132850646973,0.786145031452179,1.408986210823059
