epoch,accuracy,loss,val_accuracy,val_loss
0,0.10729949921369553,3.5302371978759766,0.17978540062904358,3.2784268856048584
1,0.2063622623682022,3.222640037536621,0.19462719559669495,3.2786262035369873
2,0.2713293731212616,3.0529911518096924,0.2125626504421234,3.2225492000579834
3,0.3211674988269806,2.9141430854797363,0.31829574704170227,2.9009437561035156
4,0.36218148469924927,2.8016676902770996,0.38212719559669495,2.7335002422332764
5,0.39640769362449646,2.703914165496826,0.37554824352264404,2.74875545501709
6,0.42157477140426636,2.6333677768707275,0.4186246991157532,2.6281533241271973
7,0.44836047291755676,2.5555992126464844,0.42167919874191284,2.622382164001465
8,0.4708385467529297,2.4899585247039795,0.4736059010028839,2.4697203636169434
9,0.4931599795818329,2.4305965900421143,0.45355576276779175,2.5308656692504883
10,0.5078712701797485,2.379751682281494,0.456845223903656,2.5175814628601074
11,0.5236137509346008,2.331897497177124,0.5061481595039368,2.37540864944458
12,0.5436246991157532,2.2827494144439697,0.516799807548523,2.341381311416626
13,0.5525401830673218,2.242882490158081,0.5218906402587891,2.319514036178589
14,0.566912055015564,2.2069387435913086,0.5252193212509155,2.3210103511810303
15,0.5837510228157043,2.158932685852051,0.5326597690582275,2.2901673316955566
16,0.5930842757225037,2.133791208267212,0.49780702590942383,2.392315149307251
17,0.6030440926551819,2.102658987045288,0.5072838068008423,2.3745338916778564
18,0.6139045357704163,2.0730481147766113,0.5614426732063293,2.212245464324951
19,0.6192173361778259,2.054344415664673,0.48320019245147705,2.449995756149292
20,0.6311089992523193,2.0240378379821777,0.555059552192688,2.236001968383789
21,0.6404944658279419,2.0042083263397217,0.5522007942199707,2.2523064613342285
22,0.6464468240737915,1.9901752471923828,0.5232220888137817,2.3327131271362305
23,0.6524906158447266,1.9703915119171143,0.5595629811286926,2.2203376293182373
24,0.6647347807884216,1.9385067224502563,0.5629699230194092,2.2180538177490234
25,0.6670060753822327,1.9280261993408203,0.5633223652839661,2.22257661819458
26,0.6754646897315979,1.9072850942611694,0.5782816410064697,2.1763768196105957
27,0.6793023943901062,1.8982983827590942,0.5753054618835449,2.189363479614258
28,0.6848762631416321,1.8814551830291748,0.5779291987419128,2.1887857913970947
29,0.6900323629379272,1.8677239418029785,0.5720551609992981,2.1914782524108887
30,0.6973423361778259,1.8528093099594116,0.5319548845291138,2.3124141693115234
31,0.6999269127845764,1.8414784669876099,0.574404776096344,2.190209150314331
32,0.7056312561035156,1.8295009136199951,0.5601895451545715,2.2249419689178467
33,0.7132936716079712,1.8096369504928589,0.5762061476707458,2.1872358322143555
34,0.7145729064941406,1.8070353269577026,0.577850878238678,2.178682565689087
35,0.7188805341720581,1.7961350679397583,0.5413142442703247,2.2965612411499023
36,0.7244282364845276,1.782633662223816,0.5782816410064697,2.1875712871551514
