epoch,accuracy,loss,val_accuracy,val_loss
0,0.07058009505271912,3.660086154937744,0.08975563943386078,3.5530688762664795
1,0.14976242184638977,3.3619444370269775,0.2178884744644165,3.190587282180786
2,0.2506265640258789,3.10779070854187,0.295151948928833,2.9633471965789795
3,0.3174994885921478,2.9229819774627686,0.31837406754493713,2.916848659515381
4,0.3633693754673004,2.7948405742645264,0.3854166567325592,2.7279186248779297
5,0.4037567973136902,2.6854090690612793,0.3487233817577362,2.8435757160186768
6,0.4380874037742615,2.5912513732910156,0.43421053886413574,2.6040258407592773
7,0.47017282247543335,2.501690149307251,0.4371083974838257,2.59308123588562
8,0.4955095946788788,2.4263060092926025,0.3696741759777069,3.450841188430786
9,0.5259894728660583,2.3479771614074707,0.4796757400035858,2.485276222229004
10,0.5531667470932007,2.2756974697113037,0.4833568334579468,2.476452112197876
11,0.5784382820129395,2.2086102962493896,0.48171210289001465,2.4826016426086426
12,0.6011382341384888,2.1482558250427246,0.49150219559669495,2.477212905883789
13,0.6266969442367554,2.0840063095092773,0.4954182207584381,2.4635746479034424
14,0.6469559073448181,2.029215097427368,0.49784618616104126,2.468651533126831
15,0.6679198145866394,1.9756203889846802,0.5036419034004211,2.4592125415802
16,0.6865209937095642,1.928205966949463,0.5038377046585083,2.4575934410095215
17,0.7041431665420532,1.887861728668213,0.5049341917037964,2.463933229446411
18,0.7212823629379272,1.8431252241134644,0.5055215954780579,2.4598093032836914
19,0.7341530919075012,1.8078415393829346,0.510181725025177,2.452331304550171
20,0.7516186237335205,1.772988200187683,0.5060698390007019,2.4789626598358154
21,0.7627663016319275,1.7406567335128784,0.5035244226455688,2.5032196044921875
22,0.7738617658615112,1.7145631313323975,0.5017622113227844,2.483121871948242
23,0.7882727384567261,1.6763736009597778,0.5183270573616028,2.4341816902160645
24,0.7957132458686829,1.655377745628357,0.5114740133285522,2.4822580814361572
25,0.803558349609375,1.64052414894104,0.5041901469230652,2.480414390563965
26,0.8120300769805908,1.6179879903793335,0.5144893527030945,2.4439218044281006
