epoch,accuracy,loss,val_accuracy,val_loss
0,0.324349969625473,2.535635471343994,0.4135605990886688,2.1748600006103516
1,0.4150141775608063,2.1660373210906982,0.45121315121650696,2.024096965789795
2,0.4411810040473938,2.0726096630096436,0.4665970206260681,1.978685975074768
3,0.451445996761322,2.0215365886688232,0.4694458842277527,1.9656275510787964
4,0.4630875587463379,1.9799013137817383,0.47822991013526917,1.9150537252426147
5,0.46814292669296265,1.953439474105835,0.4912872016429901,1.87398099899292
6,0.4784791171550751,1.9232550859451294,0.49190446734428406,1.8819921016693115
7,0.4819917678833008,1.9031035900115967,0.48967286944389343,1.8788331747055054
8,0.48715391755104065,1.889632225036621,0.5090451836585999,1.8274295330047607
9,0.49026310443878174,1.871692419052124,0.5084279179573059,1.8203657865524292
10,0.49313491582870483,1.8605893850326538,0.5089501738548279,1.80892813205719
11,0.4951404333114624,1.8468035459518433,0.5118465423583984,1.809826374053955
12,0.5012044906616211,1.83627450466156,0.5173543691635132,1.8029638528823853
13,0.5043730139732361,1.8219348192214966,0.5139356851577759,1.7977529764175415
14,0.5051799416542053,1.81354558467865,0.5185413956642151,1.790040373802185
15,0.5056190490722656,1.8057305812835693,0.5214377045631409,1.782226324081421
16,0.5087994337081909,1.7903566360473633,0.5190162062644958,1.7684473991394043
17,0.5113508105278015,1.7843687534332275,0.5277052521705627,1.7480345964431763
18,0.5138547420501709,1.7761861085891724,0.5248563885688782,1.7709964513778687
19,0.5138072967529297,1.7738209962844849,0.5270404815673828,1.7616664171218872
