epoch,accuracy,loss,val_accuracy,val_loss
0,0.221726194024086,2.982537269592285,0.31607142090797424,2.5846853256225586
1,0.34687501192092896,2.4496753215789795,0.3419642746448517,2.4958527088165283
2,0.3866071403026581,2.2752838134765625,0.386904776096344,2.2993576526641846
3,0.4163690507411957,2.165377616882324,0.3973214328289032,2.2494661808013916
4,0.4226934611797333,2.126765727996826,0.3946428596973419,2.2503726482391357
5,0.43244048953056335,2.0752596855163574,0.4151785671710968,2.1705546379089355
6,0.4426339268684387,2.027350664138794,0.40684524178504944,2.1827845573425293
7,0.4575148820877075,1.9983506202697754,0.4223214387893677,2.1852855682373047
8,0.4623512029647827,1.9669251441955566,0.4148809611797333,2.1907920837402344
9,0.4617559611797333,1.96062433719635,0.4208333194255829,2.1504290103912354
10,0.47492560744285583,1.9153512716293335,0.43244048953056335,2.1507022380828857
11,0.47938987612724304,1.900490641593933,0.41904762387275696,2.171354055404663
12,0.48422619700431824,1.8765180110931396,0.4252976179122925,2.162418842315674
13,0.486235111951828,1.863470435142517,0.4148809611797333,2.1583681106567383
14,0.4874255955219269,1.845802664756775,0.42470237612724304,2.1614749431610107
