epoch,accuracy,loss,val_accuracy,val_loss
0,0.18697915971279144,3.1618051528930664,0.28184524178504944,2.7540323734283447
1,0.31755951046943665,2.5936248302459717,0.3291666805744171,2.5016796588897705
2,0.3686012029647827,2.376772880554199,0.3604166805744171,2.377925395965576
3,0.39828869700431824,2.263956308364868,0.394345223903656,2.2611801624298096
4,0.4154762029647827,2.1808736324310303,0.3895833194255829,2.265026092529297
5,0.42946428060531616,2.121446132659912,0.42648810148239136,2.173137903213501
6,0.44069939851760864,2.069827079772949,0.4199404716491699,2.1695785522460938
7,0.44694939255714417,2.0456466674804688,0.4297619163990021,2.1205458641052246
8,0.4561755955219269,2.003122329711914,0.4303571283817291,2.129591226577759
9,0.4679315388202667,1.9620035886764526,0.4258928596973419,2.1429924964904785
10,0.4691220223903656,1.9496092796325684,0.44285714626312256,2.1078290939331055
11,0.4803571403026581,1.9076021909713745,0.4467262029647827,2.074802875518799
12,0.4713541567325592,1.8966854810714722,0.4654761850833893,2.057398557662964
13,0.48861607909202576,1.8805049657821655,0.4449404776096344,2.0734925270080566
14,0.4985862970352173,1.845185399055481,0.4520833194255829,2.0804169178009033
