epoch,accuracy,loss,val_accuracy,val_loss
0,0.1372767835855484,3.2653250694274902,0.2321428507566452,2.885749101638794
1,0.2779017984867096,2.6823501586914062,0.3172619044780731,2.555169105529785
2,0.3438244163990021,2.4421730041503906,0.33869048953056335,2.4384284019470215
3,0.37254464626312256,2.316581964492798,0.35059523582458496,2.418246269226074
4,0.39226189255714417,2.2336580753326416,0.38779762387275696,2.2790822982788086
5,0.4088541567325592,2.1714017391204834,0.4035714268684387,2.2159743309020996
6,0.4240327477455139,2.1093332767486572,0.4065476059913635,2.1854193210601807
7,0.4325892925262451,2.073038101196289,0.4178571403026581,2.1814441680908203
8,0.4423363208770752,2.0402159690856934,0.42648810148239136,2.116131067276001
9,0.45558035373687744,1.9946421384811401,0.40625,2.1914358139038086
10,0.4516369104385376,1.9874136447906494,0.4199404716491699,2.140655994415283
11,0.46116071939468384,1.9542447328567505,0.4288690388202667,2.107285499572754
12,0.4714285731315613,1.9199663400650024,0.4416666626930237,2.080585479736328
13,0.4755208194255829,1.8979682922363281,0.43541666865348816,2.0885636806488037
14,0.4805803596973419,1.8817542791366577,0.4446428716182709,2.0701122283935547
