epoch,accuracy,loss,val_accuracy,val_loss
0,0.43651315569877625,2.114302158355713,0.5237226486206055,1.7619935274124146
1,0.5327302813529968,1.7240651845932007,0.5584321618080139,1.6271065473556519
2,0.5610576868057251,1.617339015007019,0.572422444820404,1.580722451210022
3,0.5747596025466919,1.553446650505066,0.5842077136039734,1.527083158493042
4,0.5887778401374817,1.502506971359253,0.5946624279022217,1.5014914274215698
5,0.5976467728614807,1.464490532875061,0.5971335172653198,1.485496997833252
6,0.6170166730880737,1.389712929725647,0.6000988483428955,1.4695125818252563
7,0.6242535710334778,1.3585736751556396,0.6094130277633667,1.4451676607131958
8,0.632464587688446,1.327749252319336,0.6084246039390564,1.453338384628296
9,0.6376138925552368,1.3016371726989746,0.6158378720283508,1.4275184869766235
10,0.6539600491523743,1.2400453090667725,0.6138990521430969,1.4309101104736328
11,0.6582363247871399,1.218132734298706,0.6173585653305054,1.4257341623306274
12,0.6651062965393066,1.1938109397888184,0.6190693378448486,1.435865879058838
13,0.6697874665260315,1.1732151508331299,0.6216925382614136,1.41554594039917
14,0.6623861193656921,1.2000720500946045,0.6247718930244446,1.405840277671814
