epoch,accuracy,loss,val_accuracy,val_loss
0,0.20252975821495056,3.071241617202759,0.2934523820877075,2.6863765716552734
1,0.33653274178504944,2.4953882694244385,0.3660714328289032,2.396343946456909
2,0.3827380836009979,2.2985734939575195,0.3851190507411957,2.284043550491333
3,0.4140625,2.1893551349639893,0.4044642746448517,2.2391884326934814
4,0.4252976179122925,2.1244287490844727,0.4124999940395355,2.193181276321411
5,0.4374255836009979,2.077105760574341,0.41726189851760864,2.179583787918091
6,0.45736607909202576,2.0218756198883057,0.41458332538604736,2.1653223037719727
7,0.46183034777641296,1.9804861545562744,0.43958333134651184,2.0970261096954346
8,0.46897321939468384,1.9425618648529053,0.44702380895614624,2.0842082500457764
9,0.47790178656578064,1.9167580604553223,0.43988096714019775,2.0896244049072266
10,0.48043155670166016,1.8858004808425903,0.44255951046943665,2.0682337284088135
11,0.4918898940086365,1.8635755777359009,0.4505952298641205,2.051870584487915
12,0.4955357015132904,1.84205961227417,0.46071428060531616,2.0436952114105225
13,0.5084821581840515,1.8001023530960083,0.4449404776096344,2.073450803756714
14,0.5056547522544861,1.7836735248565674,0.44136905670166016,2.0786798000335693
