epoch,accuracy,loss,val_accuracy,val_loss
0,0.12998512387275696,3.50960111618042,0.22648809850215912,3.297795534133911
1,0.24523809552192688,3.14717698097229,0.2750000059604645,3.045727014541626
2,0.28928571939468384,2.944387912750244,0.29374998807907104,2.8879008293151855
3,0.3124255836009979,2.804935932159424,0.31785714626312256,2.78240966796875
4,0.32983630895614624,2.7095654010772705,0.32648810744285583,2.702962636947632
5,0.3486607074737549,2.6301681995391846,0.3464285731315613,2.6379103660583496
6,0.3627976179122925,2.5635876655578613,0.36398810148239136,2.5772056579589844
7,0.3773065507411957,2.5108375549316406,0.3645833432674408,2.527498722076416
8,0.38705357909202576,2.460226058959961,0.37589284777641296,2.4972214698791504
9,0.3921130895614624,2.4232089519500732,0.3723214268684387,2.4736950397491455
10,0.39747023582458496,2.398522138595581,0.386904776096344,2.4502739906311035
11,0.40163689851760864,2.364140748977661,0.39375001192092896,2.414264678955078
12,0.40825891494750977,2.329871416091919,0.3985119163990021,2.3840925693511963
13,0.409970223903656,2.3156912326812744,0.3916666805744171,2.374027729034424
14,0.4188244044780731,2.287437677383423,0.4000000059604645,2.3713603019714355
